RowID;age;workclass;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;class
Row9049;55;Private;HS-grad;9;Divorced;Prof-specialty;Unmarried;Black;Female;0;0;40;United-States;<=50K
Row9050;44;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
Row9051;25;Private;Bachelors;13;Never-married;Prof-specialty;Own-child;White;Male;0;0;40;United-States;<=50K
Row9052;29;Private;HS-grad;9;Divorced;Sales;Unmarried;White;Female;0;0;32;United-States;<=50K
Row9053;50;Private;HS-grad;9;Married-spouse-absent;Exec-managerial;Not-in-family;White;Female;0;0;55;United-States;<=50K
Row9054;18;Private;HS-grad;9;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;40;United-States;<=50K
Row9055;74;Private;Bachelors;13;Widowed;Other-service;Not-in-family;White;Female;0;0;8;United-States;<=50K
Row9056;22;Private;9th;5;Never-married;Sales;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9057;27;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;<=50K
Row9058;27;State-gov;Some-college;10;Never-married;Tech-support;Own-child;White;Female;0;0;80;United-States;<=50K
Row9059;41;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;15024;0;50;United-States;>50K
Row9060;24;Private;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;7298;0;40;United-States;>50K
Row9061;23;Private;HS-grad;9;Never-married;Adm-clerical;Own-child;White;Female;0;0;40;United-States;<=50K
Row9062;34;Self-emp-not-inc;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;60;United-States;>50K
Row9063;46;State-gov;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
Row9064;32;Private;Prof-school;15;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;60;United-States;<=50K
Row9065;41;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;Other;Male;0;0;40;United-States;<=50K
Row9066;29;Private;Assoc-voc;11;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;40;United-States;>50K
Row9067;48;Private;9th;5;Married-civ-spouse;Machine-op-inspct;Other-relative;Asian-Pac-Islander;Female;0;0;45;China;<=50K
Row9068;51;Private;HS-grad;9;Never-married;Other-service;Not-in-family;Black;Male;0;0;40;Haiti;<=50K
Row9069;34;State-gov;12th;8;Never-married;Adm-clerical;Not-in-family;Black;Female;0;0;40;United-States;<=50K
Row9070;58;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;45;United-States;>50K
Row9071;52;Private;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;40;United-States;<=50K
Row9072;37;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;Other;Male;7298;0;50;Puerto-Rico;>50K
Row9073;53;Private;Some-college;10;Separated;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9074;54;Private;Assoc-voc;11;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;20;United-States;<=50K
Row9075;36;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;60;United-States;<=50K
Row9076;25;Private;Assoc-voc;11;Never-married;Adm-clerical;Own-child;White;Female;0;0;60;United-States;<=50K
Row9077;20;Private;Some-college;10;Never-married;Prof-specialty;Own-child;White;Female;0;0;48;United-States;<=50K
Row9078;23;Private;Assoc-acdm;12;Never-married;Adm-clerical;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9079;39;Self-emp-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;60;United-States;>50K
Row9080;20;Self-emp-not-inc;10th;6;Never-married;Machine-op-inspct;Own-child;White;Male;0;0;40;United-States;<=50K
Row9081;28;Private;Assoc-voc;11;Never-married;Other-service;Other-relative;Black;Male;0;0;40;United-States;<=50K
Row9082;73;State-gov;HS-grad;9;Widowed;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9083;67;Private;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;24;United-States;<=50K
Row9084;56;Private;Bachelors;13;Divorced;Exec-managerial;Not-in-family;White;Male;0;0;45;United-States;>50K
Row9085;32;Private;Assoc-voc;11;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row9086;42;Private;Some-college;10;Divorced;Machine-op-inspct;Not-in-family;White;Male;0;1590;40;United-States;<=50K
Row9087;33;Private;HS-grad;9;Married-civ-spouse;Other-service;Husband;Black;Male;0;0;40;United-States;<=50K
Row9088;37;Private;HS-grad;9;Never-married;Other-service;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9089;33;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;45;United-States;<=50K
Row9090;31;Private;10th;6;Never-married;Adm-clerical;Unmarried;White;Female;0;0;40;United-States;<=50K
Row9091;59;Private;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
Row9092;21;Private;HS-grad;9;Never-married;Adm-clerical;Unmarried;White;Male;0;0;40;United-States;<=50K
Row9093;58;Self-emp-inc;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States;>50K
Row9094;24;Local-gov;10th;6;Never-married;Other-service;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9095;26;State-gov;Some-college;10;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;40;United-States;<=50K
Row9096;26;Private;11th;7;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States;<=50K
Row9097;33;Local-gov;Masters;14;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;40;Germany;<=50K
Row9098;25;Private;Bachelors;13;Never-married;Sales;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9099;21;Private;10th;6;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;50;United-States;<=50K
Row9100;24;Private;HS-grad;9;Never-married;Machine-op-inspct;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9101;39;Self-emp-not-inc;Assoc-acdm;12;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;40;United-States;>50K
Row9102;68;Private;Some-college;10;Divorced;Adm-clerical;Unmarried;White;Female;0;0;40;United-States;<=50K
Row9103;66;Self-emp-not-inc;Some-college;10;Never-married;Sales;Not-in-family;White;Female;0;0;20;United-States;<=50K
Row9104;38;Private;Bachelors;13;Never-married;Farming-fishing;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9105;41;Private;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States;>50K
Row9106;71;;7th-8th;4;Widowed;;Other-relative;White;Female;0;0;16;Poland;<=50K
Row9107;37;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row9108;54;Self-emp-not-inc;Masters;14;Married-civ-spouse;Sales;Husband;White;Male;4386;0;45;United-States;>50K
Row9109;27;State-gov;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9110;49;Private;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9111;19;State-gov;Some-college;10;Never-married;Prof-specialty;Own-child;White;Male;0;0;10;United-States;<=50K
Row9112;25;Private;Some-college;10;Never-married;Transport-moving;Not-in-family;White;Male;0;0;50;United-States;<=50K
Row9113;47;Federal-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;Black;Male;0;0;40;United-States;>50K
Row9114;40;Private;Some-college;10;Married-civ-spouse;Sales;Other-relative;White;Male;0;0;40;United-States;<=50K
Row9115;38;Private;Bachelors;13;Divorced;Exec-managerial;Not-in-family;White;Male;3325;0;40;United-States;<=50K
Row9116;25;Private;HS-grad;9;Never-married;Other-service;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9117;25;Private;Some-college;10;Never-married;Craft-repair;Own-child;White;Female;0;0;50;United-States;<=50K
Row9118;23;Private;10th;6;Never-married;Handlers-cleaners;Other-relative;Other;Male;0;0;40;United-States;<=50K
Row9119;28;Private;Masters;14;Divorced;Sales;Own-child;White;Female;0;0;40;United-States;<=50K
Row9120;29;Private;HS-grad;9;Married-spouse-absent;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9121;32;Private;11th;7;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row9122;34;Private;HS-grad;9;Never-married;Other-service;Unmarried;Black;Female;0;0;40;United-States;<=50K
Row9123;52;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;Black;Male;0;0;40;United-States;>50K
Row9124;33;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;94;United-States;<=50K
Row9125;19;Private;Some-college;10;Never-married;Sales;Own-child;White;Male;0;0;35;United-States;<=50K
Row9126;68;Private;Doctorate;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;20051;0;55;United-States;>50K
Row9127;41;Private;10th;6;Never-married;Handlers-cleaners;Unmarried;White;Male;0;0;50;United-States;<=50K
Row9128;18;Self-emp-inc;HS-grad;9;Never-married;Other-service;Unmarried;Asian-Pac-Islander;Female;0;0;30;India;<=50K
Row9129;29;Private;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;1485;40;United-States;>50K
Row9130;40;Private;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States;>50K
Row9131;51;Self-emp-not-inc;Masters;14;Divorced;Prof-specialty;Unmarried;White;Male;0;0;60;United-States;>50K
Row9132;49;Private;Some-college;10;Divorced;Adm-clerical;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9133;20;State-gov;Some-college;10;Never-married;Other-service;Own-child;White;Female;0;0;20;United-States;<=50K
Row9134;38;Local-gov;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;>50K
Row9135;57;Private;5th-6th;3;Never-married;Other-service;Not-in-family;White;Male;0;0;40;Cuba;<=50K
Row9136;35;Private;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;4064;0;40;United-States;<=50K
Row9137;66;Private;11th;7;Married-civ-spouse;Sales;Husband;White;Male;0;0;26;United-States;<=50K
Row9138;27;;Bachelors;13;Married-civ-spouse;;Husband;White;Male;0;0;15;United-States;<=50K
Row9139;25;Private;Assoc-voc;11;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9140;77;;Masters;14;Married-civ-spouse;;Husband;White;Male;9386;0;6;United-States;>50K
Row9141;19;;10th;6;Never-married;;Unmarried;White;Female;0;0;35;United-States;<=50K
Row9142;70;Private;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;2174;40;United-States;>50K
Row9143;59;Self-emp-not-inc;7th-8th;4;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;48;United-States;<=50K
Row9144;25;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;<=50K
Row9145;44;Local-gov;Prof-school;15;Never-married;Prof-specialty;Not-in-family;White;Male;10520;0;40;United-States;>50K
Row9146;37;Private;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;55;El-Salvador;>50K
Row9147;75;;10th;6;Widowed;;Other-relative;Asian-Pac-Islander;Female;0;0;1;China;<=50K
Row9148;21;;HS-grad;9;Never-married;;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9149;21;Private;HS-grad;9;Never-married;Sales;Own-child;White;Female;4101;0;40;United-States;<=50K
Row9150;47;Federal-gov;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
Row9151;20;Private;HS-grad;9;Never-married;Adm-clerical;Not-in-family;Black;Female;0;1721;30;United-States;<=50K
Row9152;32;State-gov;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;40;United-States;<=50K
Row9153;28;Private;HS-grad;9;Never-married;Adm-clerical;Unmarried;White;Female;0;0;20;United-States;<=50K
Row9154;53;Private;HS-grad;9;Divorced;Transport-moving;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9155;19;;HS-grad;9;Never-married;;Not-in-family;Other;Male;0;0;30;United-States;<=50K
Row9156;58;Private;Some-college;10;Married-civ-spouse;Sales;Wife;White;Female;0;0;36;United-States;<=50K
Row9157;22;Private;HS-grad;9;Never-married;Sales;Not-in-family;White;Female;0;0;30;United-States;<=50K
Row9158;23;Private;11th;7;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;55;United-States;<=50K
Row9159;21;Private;HS-grad;9;Never-married;Handlers-cleaners;Not-in-family;White;Male;3325;0;60;United-States;<=50K
Row9160;36;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;70;United-States;<=50K
Row9161;39;Private;Some-college;10;Married-civ-spouse;Other-service;Wife;White;Female;0;0;15;United-States;<=50K
Row9162;34;Local-gov;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9163;41;Local-gov;Masters;14;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9164;72;Private;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;1455;0;6;United-States;<=50K
Row9165;34;Private;HS-grad;9;Married-civ-spouse;Other-service;Wife;White;Female;0;0;40;United-States;>50K
Row9166;51;Local-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1902;40;United-States;>50K
Row9167;32;Self-emp-not-inc;Assoc-voc;11;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9168;38;Private;Some-college;10;Widowed;Exec-managerial;Not-in-family;White;Female;0;0;40;United-States;>50K
Row9169;37;Private;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row9170;21;;Some-college;10;Never-married;;Own-child;Black;Male;0;0;20;United-States;<=50K
Row9171;21;Private;Some-college;10;Never-married;Prof-specialty;Own-child;White;Female;0;0;10;United-States;<=50K
Row9172;26;Private;Some-college;10;Never-married;Adm-clerical;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9173;34;Private;Some-college;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;1887;40;United-States;>50K
Row9174;18;Private;Some-college;10;Never-married;Sales;Own-child;White;Female;0;0;15;United-States;<=50K
Row9175;27;Private;11th;7;Never-married;Exec-managerial;Unmarried;White;Female;0;0;45;United-States;<=50K
Row9176;20;Private;Some-college;10;Never-married;Adm-clerical;Own-child;White;Female;0;0;38;Nicaragua;<=50K
Row9177;36;Private;Assoc-voc;11;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;>50K
Row9178;31;;Bachelors;13;Never-married;;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9179;32;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;60;United-States;>50K
Row9180;54;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;44;United-States;>50K
Row9181;34;Local-gov;Masters;14;Widowed;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9182;46;Private;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;48;United-States;>50K
Row9183;33;Private;11th;7;Separated;Machine-op-inspct;Other-relative;White;Male;0;0;30;United-States;<=50K
Row9184;32;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;99999;0;50;United-States;>50K
Row9185;42;Private;Assoc-voc;11;Never-married;Tech-support;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9186;30;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;<=50K
Row9187;37;Private;Some-college;10;Married-civ-spouse;Other-service;Husband;White;Male;0;0;40;United-States;>50K
Row9188;28;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
Row9189;25;Private;Bachelors;13;Never-married;Exec-managerial;Not-in-family;White;Male;4101;0;35;United-States;<=50K
Row9190;44;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Other-service;Husband;White;Male;0;0;40;United-States;>50K
Row9191;40;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
Row9192;36;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;45;United-States;<=50K
Row9193;21;Private;Some-college;10;Never-married;Adm-clerical;Unmarried;White;Male;0;0;40;United-States;<=50K
Row9194;39;State-gov;Doctorate;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
Row9195;24;Private;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;39;United-States;<=50K
Row9196;46;Private;HS-grad;9;Never-married;Transport-moving;Not-in-family;Amer-Indian-Eskimo;Male;0;0;40;United-States;<=50K
Row9197;47;;Bachelors;13;Married-civ-spouse;;Husband;White;Male;0;0;36;United-States;>50K
Row9198;47;Private;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;0;1977;40;United-States;>50K
Row9199;35;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;75;United-States;>50K
Row9200;60;Self-emp-not-inc;7th-8th;4;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States;>50K
Row9201;35;Private;Bachelors;13;Married-civ-spouse;Other-service;Wife;White;Female;0;0;24;Poland;<=50K
Row9202;33;Private;HS-grad;9;Separated;Other-service;Unmarried;White;Female;0;0;40;China;<=50K
Row9203;21;Private;Assoc-acdm;12;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9204;37;Private;Bachelors;13;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;50;United-States;>50K
Row9205;48;Federal-gov;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;0;0;50;United-States;>50K
Row9206;58;Private;7th-8th;4;Widowed;Farming-fishing;Other-relative;White;Female;0;0;45;Guatemala;<=50K
Row9207;21;Private;HS-grad;9;Never-married;Handlers-cleaners;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9208;22;Private;HS-grad;9;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;40;United-States;<=50K
Row9209;22;Private;HS-grad;9;Never-married;Other-service;Unmarried;White;Female;0;0;40;United-States;<=50K
Row9210;28;Self-emp-not-inc;Masters;14;Married-civ-spouse;Exec-managerial;Wife;White;Female;0;0;30;United-States;>50K
Row9211;33;;Assoc-voc;11;Married-civ-spouse;;Own-child;White;Female;7688;0;50;United-States;>50K
Row9212;23;Federal-gov;HS-grad;9;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9213;58;State-gov;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;0;0;40;United-States;>50K
Row9214;24;;Bachelors;13;Never-married;;Own-child;White;Male;0;0;40;United-States;<=50K
Row9215;38;Local-gov;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;0;0;40;Philippines;<=50K
Row9216;49;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;15;Mexico;<=50K
Row9217;47;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;45;United-States;>50K
Row9218;50;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;1902;40;United-States;>50K
Row9219;21;Private;HS-grad;9;Never-married;Prof-specialty;Unmarried;White;Female;0;0;55;United-States;<=50K
Row9220;55;Private;HS-grad;9;Separated;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9221;47;Private;11th;7;Divorced;Handlers-cleaners;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9222;19;Private;HS-grad;9;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9223;47;Private;HS-grad;9;Never-married;Tech-support;Other-relative;White;Male;0;0;50;United-States;<=50K
Row9224;36;Private;11th;7;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row9225;28;Local-gov;Assoc-acdm;12;Married-civ-spouse;Protective-serv;Husband;White;Male;0;2002;40;England;<=50K
Row9226;42;Private;HS-grad;9;Widowed;Sales;Unmarried;Amer-Indian-Eskimo;Female;0;0;40;United-States;<=50K
Row9227;41;Private;Masters;14;Never-married;Prof-specialty;Not-in-family;White;Female;27828;0;35;United-States;>50K
Row9228;46;Private;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;99999;0;40;United-States;>50K
Row9229;32;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;50;United-States;<=50K
Row9230;34;Private;10th;6;Never-married;Other-service;Unmarried;Black;Female;0;0;40;United-States;<=50K
Row9231;33;Private;7th-8th;4;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row9232;60;State-gov;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
Row9233;53;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States;<=50K
Row9234;24;Private;Bachelors;13;Never-married;Tech-support;Not-in-family;White;Female;0;0;50;United-States;<=50K
Row9235;39;Federal-gov;Some-college;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;1977;60;United-States;>50K
Row9236;23;Private;Some-college;10;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9237;50;Private;Bachelors;13;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;1902;50;;>50K
Row9238;36;Local-gov;HS-grad;9;Divorced;Adm-clerical;Unmarried;White;Female;0;0;40;United-States;<=50K
Row9239;19;Private;12th;8;Separated;Prof-specialty;Own-child;White;Female;1055;0;40;United-States;<=50K
Row9240;26;Private;HS-grad;9;Never-married;Adm-clerical;Own-child;White;Female;0;0;40;United-States;<=50K
Row9241;38;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;Black;Male;0;0;40;United-States;>50K
Row9242;41;Private;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;White;Male;7688;0;55;United-States;>50K
Row9243;22;Private;Some-college;10;Never-married;Sales;Other-relative;White;Female;0;0;18;United-States;<=50K
Row9244;38;Private;Assoc-acdm;12;Never-married;Machine-op-inspct;Not-in-family;Black;Female;10520;0;50;United-States;>50K
Row9245;72;;Some-college;10;Married-civ-spouse;;Husband;White;Male;9386;0;30;United-States;>50K
Row9246;39;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row9247;35;State-gov;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;7298;0;40;United-States;>50K
Row9248;38;Local-gov;Some-college;10;Divorced;Exec-managerial;Unmarried;Black;Female;0;0;45;United-States;<=50K
Row9249;19;Private;HS-grad;9;Married-civ-spouse;Other-service;Wife;Black;Female;0;0;16;United-States;<=50K
Row9250;26;Private;HS-grad;9;Never-married;Transport-moving;Own-child;White;Male;0;0;45;United-States;<=50K
Row9251;52;Private;Bachelors;13;Divorced;Craft-repair;Unmarried;White;Male;0;0;25;United-States;<=50K
Row9252;41;Private;5th-6th;3;Married-civ-spouse;Other-service;Husband;Other;Male;0;1579;40;Nicaragua;<=50K
Row9253;45;Private;HS-grad;9;Divorced;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9254;58;Federal-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;>50K
Row9255;34;Private;Bachelors;13;Never-married;Sales;Not-in-family;White;Male;0;0;45;United-States;<=50K
Row9256;36;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
Row9257;19;Without-pay;HS-grad;9;Never-married;Farming-fishing;Own-child;White;Male;0;0;20;United-States;<=50K
Row9258;26;State-gov;11th;7;Divorced;Other-service;Unmarried;White;Female;0;0;40;United-States;<=50K
Row9259;60;Private;10th;6;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States;<=50K
Row9260;35;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States;<=50K
Row9261;39;Private;10th;6;Divorced;Other-service;Not-in-family;White;Female;0;0;60;United-States;<=50K
Row9262;27;Private;HS-grad;9;Separated;Handlers-cleaners;Unmarried;White;Female;0;0;40;Japan;<=50K
Row9263;26;Federal-gov;Masters;14;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9264;17;Private;12th;8;Never-married;Other-service;Own-child;White;Male;0;0;12;United-States;<=50K
Row9265;59;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;England;>50K
Row9266;53;Local-gov;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;Amer-Indian-Eskimo;Male;0;0;48;United-States;<=50K
Row9267;35;Private;11th;7;Divorced;Transport-moving;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9268;34;Local-gov;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
Row9269;36;Private;HS-grad;9;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;45;United-States;>50K
Row9270;36;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States;<=50K
Row9271;21;Private;HS-grad;9;Never-married;Other-service;Own-child;White;Male;0;0;40;United-States;<=50K
Row9272;29;Private;Some-college;10;Never-married;Sales;Own-child;White;Female;0;0;40;United-States;<=50K
Row9273;35;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
Row9274;59;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
Row9275;22;Private;Some-college;10;Never-married;Other-service;Not-in-family;White;Male;0;1602;10;United-States;<=50K
Row9276;50;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;<=50K
Row9277;24;Federal-gov;Bachelors;13;Never-married;Prof-specialty;Not-in-family;Other;Female;0;0;40;United-States;<=50K
Row9278;36;Private;Bachelors;13;Divorced;Tech-support;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row9279;31;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;4386;0;40;United-States;>50K
Row9280;42;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;El-Salvador;<=50K
Row9281;38;Private;7th-8th;4;Divorced;Sales;Unmarried;White;Female;0;0;40;United-States;<=50K
Row9282;52;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;<=50K
Row9283;46;Private;10th;6;Divorced;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row9284;23;Private;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;60;United-States;<=50K
Row9285;54;Private;5th-6th;3;Married-civ-spouse;Sales;Husband;White;Male;0;0;51;United-States;<=50K
Row9286;27;Private;HS-grad;9;Never-married;Adm-clerical;Not-in-family;Black;Female;0;0;40;United-States;<=50K
Row9287;42;Private;Bachelors;13;Separated;Other-service;Not-in-family;White;Female;0;0;50;United-States;<=50K
