RowID;age;workclass;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country
Row2042;75;;HS-grad;9;Widowed;;Not-in-family;White;Female;0;0;20;United-States
Row2043;33;Self-emp-not-inc;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Male;0;1974;30;United-States
Row2044;29;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States
Row2045;47;Federal-gov;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;1977;55;United-States
Row2046;33;Private;HS-grad;9;Never-married;Machine-op-inspct;Not-in-family;White;Male;0;0;44;United-States
Row2047;65;Private;Prof-school;15;Married-spouse-absent;Craft-repair;Not-in-family;White;Male;0;0;48;Hungary
Row2048;17;Private;10th;6;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;15;United-States
Row2049;58;Private;Bachelors;13;Widowed;Craft-repair;Not-in-family;White;Male;0;0;40;United-States
Row2050;55;Private;Some-college;10;Never-married;Adm-clerical;Own-child;White;Female;0;0;40;United-States
Row2051;37;Self-emp-not-inc;Some-college;10;Never-married;Sales;Own-child;White;Male;0;0;48;United-States
Row2052;60;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;45;United-States
Row2053;25;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;45;United-States
Row2054;34;Private;HS-grad;9;Divorced;Adm-clerical;Unmarried;White;Female;0;0;40;United-States
Row2055;20;;Some-college;10;Never-married;;Own-child;White;Male;0;0;20;United-States
Row2056;26;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;72;United-States
Row2057;34;Private;HS-grad;9;Separated;Machine-op-inspct;Not-in-family;White;Female;0;0;40;United-States
Row2058;48;State-gov;Bachelors;13;Divorced;Exec-managerial;Unmarried;White;Male;0;0;40;United-States
Row2059;34;Private;HS-grad;9;Never-married;Craft-repair;Not-in-family;Black;Male;0;0;40;United-States
Row2060;31;Self-emp-inc;Some-college;10;Never-married;Sales;Other-relative;White;Male;0;0;40;
Row2061;25;Private;Assoc-voc;11;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;42;United-States
Row2062;20;Private;Some-college;10;Never-married;Sales;Own-child;White;Male;0;0;15;United-States
Row2063;38;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Wife;White;Female;0;0;50;United-States
Row2064;69;Private;Masters;14;Divorced;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States
Row2065;27;Local-gov;HS-grad;9;Married-spouse-absent;Sales;Own-child;Black;Female;0;0;40;United-States
Row2066;32;Private;Some-college;10;Never-married;Exec-managerial;Own-child;White;Male;0;0;40;United-States
Row2067;65;Private;HS-grad;9;Never-married;Adm-clerical;Not-in-family;Black;Female;2993;0;40;United-States
Row2068;22;Private;Bachelors;13;Never-married;Sales;Own-child;White;Female;0;0;8;United-States
Row2069;25;Private;HS-grad;9;Never-married;Other-service;Unmarried;Black;Female;0;0;40;Thailand
Row2070;40;Private;HS-grad;9;Divorced;Sales;Own-child;White;Female;0;0;25;United-States
Row2071;29;Local-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;55;United-States
Row2072;33;Private;Bachelors;13;Divorced;Exec-managerial;Unmarried;White;Female;0;0;40;United-States
Row2073;60;Private;5th-6th;3;Widowed;Sales;Not-in-family;White;Female;0;0;40;Italy
Row2074;28;Federal-gov;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;0;0;40;United-States
Row2075;28;Private;HS-grad;9;Divorced;Exec-managerial;Not-in-family;White;Female;0;0;39;United-States
Row2076;72;Self-emp-not-inc;7th-8th;4;Married-civ-spouse;Other-service;Husband;White;Male;2290;0;45;United-States
Row2077;35;Private;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;7298;0;48;United-States
Row2078;33;State-gov;Some-college;10;Divorced;Other-service;Unmarried;White;Female;0;0;99;United-States
Row2079;36;Private;Masters;14;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;45;United-States
Row2080;18;Private;HS-grad;9;Never-married;Craft-repair;Other-relative;Other;Male;0;0;32;United-States
Row2081;38;Self-emp-inc;Some-college;10;Married-civ-spouse;Other-service;Wife;White;Female;0;0;20;United-States
Row2082;48;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States
Row2083;22;Private;Assoc-voc;11;Never-married;Sales;Own-child;White;Female;0;0;20;United-States
Row2084;29;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Wife;White;Female;0;0;40;United-States
Row2085;81;Self-emp-not-inc;Bachelors;13;Widowed;Farming-fishing;Not-in-family;White;Male;0;0;30;United-States
Row2086;19;Private;HS-grad;9;Never-married;Other-service;Own-child;White;Male;0;0;25;United-States
Row2087;39;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;60;United-States
Row2088;20;;HS-grad;9;Never-married;;Own-child;Other;Male;0;0;60;South
Row2089;41;Federal-gov;Assoc-acdm;12;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;92;United-States
Row2090;50;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States
Row2091;54;Private;HS-grad;9;Widowed;Sales;Not-in-family;White;Female;0;0;46;United-States
Row2092;18;;11th;7;Never-married;;Own-child;White;Male;0;0;20;Mexico
Row2093;18;Private;11th;7;Never-married;Sales;Own-child;White;Female;0;0;10;United-States
Row2094;54;Private;HS-grad;9;Divorced;Transport-moving;Not-in-family;White;Male;0;0;40;United-States
Row2095;47;Private;Some-college;10;Married-spouse-absent;Exec-managerial;Not-in-family;Black;Male;0;0;40;
Row2096;21;Private;Some-college;10;Never-married;Sales;Own-child;White;Female;0;0;20;United-States
Row2097;22;Private;9th;5;Never-married;Sales;Other-relative;White;Female;0;0;40;Mexico
Row2098;19;Local-gov;Some-college;10;Never-married;Machine-op-inspct;Not-in-family;White;Male;0;0;40;United-States
Row2099;37;Private;Masters;14;Married-civ-spouse;Prof-specialty;Wife;White;Female;0;0;8;United-States
Row2100;37;Private;11th;7;Married-civ-spouse;Craft-repair;Husband;Black;Male;0;0;25;United-States
Row2101;31;Private;Masters;14;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;0;0;45;United-States
Row2102;31;Self-emp-not-inc;HS-grad;9;Never-married;Craft-repair;Unmarried;White;Male;0;0;50;United-States
Row2103;60;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States
Row2104;43;Private;Bachelors;13;Never-married;Machine-op-inspct;Not-in-family;Black;Male;0;0;40;United-States
Row2105;65;Private;HS-grad;9;Widowed;Priv-house-serv;Not-in-family;White;Female;0;0;10;United-States
Row2106;33;Federal-gov;Masters;14;Never-married;Prof-specialty;Not-in-family;Asian-Pac-Islander;Male;0;0;40;
Row2107;32;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States
Row2108;36;Private;HS-grad;9;Divorced;Other-service;Unmarried;Black;Female;0;0;40;Haiti
Row2109;53;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States
Row2110;50;Private;HS-grad;9;Divorced;Craft-repair;Not-in-family;White;Male;0;0;40;United-States
Row2111;23;Private;11th;7;Never-married;Craft-repair;Unmarried;White;Male;0;0;30;United-States
Row2112;60;Private;Some-college;10;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;38;United-States
Row2113;32;Private;Masters;14;Never-married;Prof-specialty;Own-child;White;Female;0;1741;40;United-States
Row2114;36;Private;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;43;United-States
Row2115;20;Private;Some-college;10;Never-married;Prof-specialty;Own-child;White;Male;0;0;40;United-States
Row2116;39;Private;HS-grad;9;Divorced;Adm-clerical;Unmarried;White;Female;0;0;40;United-States
Row2117;35;;HS-grad;9;Never-married;;Other-relative;Black;Male;0;0;24;United-States
Row2118;29;Private;HS-grad;9;Divorced;Adm-clerical;Unmarried;White;Female;0;0;30;United-States
Row2119;52;Private;Bachelors;13;Never-married;Sales;Other-relative;White;Female;0;0;25;United-States
Row2120;41;Private;HS-grad;9;Divorced;Sales;Unmarried;White;Female;0;0;40;United-States
Row2121;28;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States
Row2122;52;;Bachelors;13;Widowed;;Not-in-family;White;Female;0;2205;8;United-States
Row2123;40;Private;Assoc-voc;11;Divorced;Exec-managerial;Unmarried;Amer-Indian-Eskimo;Female;0;0;40;United-States
Row2124;40;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States
Row2125;22;Private;HS-grad;9;Never-married;Other-service;Own-child;White;Male;0;0;18;United-States
Row2126;69;Private;HS-grad;9;Widowed;Tech-support;Unmarried;White;Female;0;0;8;United-States
Row2127;28;Private;Some-college;10;Never-married;Tech-support;Own-child;White;Female;0;0;38;United-States
Row2128;57;Private;HS-grad;9;Divorced;Craft-repair;Not-in-family;White;Female;0;1980;44;United-States
Row2129;54;Federal-gov;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;5178;0;40;United-States
Row2130;41;Local-gov;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States
Row2131;28;Private;HS-grad;9;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States
Row2132;39;Private;HS-grad;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;40;United-States
Row2133;39;Self-emp-inc;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;3137;0;42;United-States
Row2134;57;Federal-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;7688;0;45;United-States
Row2135;18;Private;HS-grad;9;Never-married;Sales;Own-child;Asian-Pac-Islander;Male;0;0;15;United-States
Row2136;53;Private;11th;7;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States
Row2137;44;Private;HS-grad;9;Divorced;Sales;Not-in-family;Asian-Pac-Islander;Female;0;0;40;United-States
Row2138;28;Private;5th-6th;3;Never-married;Farming-fishing;Unmarried;Black;Male;0;0;40;Mexico
Row2139;61;Private;9th;5;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;2051;40;United-States
Row2140;45;Private;Some-college;10;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States
Row2141;52;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;60;United-States
Row2142;57;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States
Row2143;40;Private;HS-grad;9;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States
Row2144;72;Self-emp-inc;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;2377;35;United-States
Row2145;23;Private;Bachelors;13;Never-married;Sales;Unmarried;White;Female;0;0;20;United-States
Row2146;46;Private;HS-grad;9;Separated;Sales;Not-in-family;White;Female;0;0;36;United-States
Row2147;51;Private;HS-grad;9;Divorced;Handlers-cleaners;Unmarried;White;Female;0;0;20;United-States
Row2148;46;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States
Row2149;43;Private;Assoc-acdm;12;Never-married;Craft-repair;Unmarried;White;Female;0;0;40;United-States
Row2150;42;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States
Row2151;53;Local-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States
Row2152;31;Private;HS-grad;9;Divorced;Sales;Not-in-family;White;Female;0;0;40;United-States
Row2153;35;Private;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;15024;0;45;United-States
Row2154;59;Private;HS-grad;9;Divorced;Sales;Unmarried;White;Female;0;0;40;United-States
Row2155;38;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States
Row2156;19;Private;Some-college;10;Never-married;Adm-clerical;Own-child;White;Female;0;0;20;United-States
Row2157;25;Private;Masters;14;Never-married;Exec-managerial;Not-in-family;White;Male;0;0;45;United-States
Row2158;26;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States
Row2159;51;State-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;Black;Male;0;0;40;United-States
Row2160;28;;Bachelors;13;Never-married;;Not-in-family;Asian-Pac-Islander;Male;0;0;30;
Row2161;33;Private;HS-grad;9;Married-civ-spouse;Other-service;Wife;White;Female;0;0;30;United-States
Row2162;25;Private;HS-grad;9;Never-married;Craft-repair;Not-in-family;White;Male;2174;0;40;United-States
Row2163;23;;Assoc-voc;11;Never-married;;Unmarried;Black;Male;0;0;40;United-States
Row2164;35;State-gov;Assoc-voc;11;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States
Row2165;41;Private;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;45;United-States
Row2166;43;Self-emp-not-inc;Bachelors;13;Never-married;Sales;Own-child;White;Male;0;0;35;United-States
Row2167;49;Self-emp-inc;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States
Row2168;45;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;99999;0;50;United-States
Row2169;49;Federal-gov;Bachelors;13;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States
Row2170;38;Private;Masters;14;Divorced;Exec-managerial;Not-in-family;White;Female;0;0;40;United-States
Row2171;39;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;Black;Male;7688;0;45;United-States
Row2172;39;Self-emp-inc;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;31;Cuba
Row2173;26;Private;10th;6;Divorced;Other-service;Not-in-family;White;Female;0;0;40;United-States
Row2174;17;Private;10th;6;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;12;United-States
Row2175;26;Federal-gov;HS-grad;9;Never-married;Adm-clerical;Own-child;White;Male;0;0;40;United-States
Row2176;71;Local-gov;HS-grad;9;Divorced;Exec-managerial;Unmarried;White;Female;0;0;3;United-States
Row2177;27;Private;Some-college;10;Never-married;Sales;Own-child;White;Male;0;0;42;United-States
Row2178;34;Private;Some-college;10;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States
Row2179;35;Local-gov;HS-grad;9;Never-married;Sales;Own-child;Black;Male;0;0;38;United-States
Row2180;36;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States
Row2181;39;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States
Row2182;41;Federal-gov;HS-grad;9;Divorced;Protective-serv;Unmarried;Black;Male;1506;0;40;United-States
Row2183;47;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States
Row2184;36;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;50;United-States
Row2185;43;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;35;United-States
Row2186;39;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States
Row2187;35;Private;HS-grad;9;Never-married;Exec-managerial;Unmarried;Black;Female;0;0;40;United-States
Row2188;22;Private;Bachelors;13;Never-married;Prof-specialty;Own-child;White;Male;0;0;18;United-States
Row2189;45;Private;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;1902;50;United-States
Row2190;33;Private;Some-college;10;Separated;Craft-repair;Own-child;White;Male;0;0;60;United-States
Row2191;21;Local-gov;HS-grad;9;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;40;United-States
Row2192;37;Federal-gov;Assoc-acdm;12;Divorced;Exec-managerial;Unmarried;Black;Female;0;0;40;United-States
Row2193;30;Self-emp-not-inc;HS-grad;9;Never-married;Sales;Own-child;White;Male;0;0;80;United-States
Row2194;47;State-gov;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;40;United-States
Row2195;45;Private;Bachelors;13;Married-civ-spouse;Other-service;Husband;White;Male;0;0;40;United-States
Row2196;25;Private;Some-college;10;Never-married;Adm-clerical;Own-child;White;Female;0;0;25;United-States
Row2197;47;Self-emp-inc;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;45;United-States
Row2198;68;Self-emp-not-inc;Some-college;10;Widowed;Adm-clerical;Not-in-family;White;Male;0;0;40;United-States
Row2199;27;Private;HS-grad;9;Never-married;Prof-specialty;Not-in-family;White;Male;0;2444;40;United-States
Row2200;42;Private;5th-6th;3;Married-civ-spouse;Craft-repair;Husband;Other;Male;3103;0;40;Mexico
Row2201;36;;HS-grad;9;Divorced;;Unmarried;Black;Female;0;0;40;United-States
Row2202;28;Private;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Male;0;1564;50;United-States
Row2203;61;Private;5th-6th;3;Married-civ-spouse;Transport-moving;Husband;Black;Male;2290;0;40;United-States
Row2204;33;Private;HS-grad;9;Separated;Other-service;Not-in-family;White;Female;0;0;40;Germany
Row2205;23;Private;HS-grad;9;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;45;United-States
Row2206;40;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States
Row2207;25;Private;Some-college;10;Never-married;Adm-clerical;Own-child;White;Female;0;0;40;United-States
Row2208;45;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;60;United-States
Row2209;23;Private;HS-grad;9;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States
Row2210;30;Private;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;50;United-States
Row2211;33;Federal-gov;Some-college;10;Never-married;Exec-managerial;Not-in-family;Black;Female;0;0;40;United-States
Row2212;21;Private;HS-grad;9;Widowed;Craft-repair;Own-child;White;Male;0;0;40;United-States
Row2213;28;Private;9th;5;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States
Row2214;42;Private;HS-grad;9;Divorced;Priv-house-serv;Unmarried;White;Female;0;0;60;Columbia
Row2215;43;State-gov;Some-college;10;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;84;United-States
Row2216;50;Private;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;7688;0;40;United-States
Row2217;48;Private;Some-college;10;Divorced;Exec-managerial;Not-in-family;White;Male;0;0;50;United-States
Row2218;49;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;46;United-States
Row2219;28;Private;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Female;0;1408;50;Hong
Row2220;36;Private;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;0;1902;40;United-States
Row2221;28;Local-gov;Some-college;10;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;50;United-States
Row2222;61;Self-emp-inc;Prof-school;15;Married-civ-spouse;Exec-managerial;Husband;White;Male;99999;0;40;United-States
Row2223;25;State-gov;Some-college;10;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;40;United-States
Row2224;48;Private;9th;5;Divorced;Other-service;Not-in-family;White;Female;0;0;40;United-States
Row2225;36;Private;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States
Row2226;46;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;45;
Row2227;25;Private;HS-grad;9;Never-married;Machine-op-inspct;Not-in-family;White;Male;0;0;40;United-States
Row2228;36;;HS-grad;9;Never-married;;Not-in-family;Black;Female;0;0;40;United-States
Row2229;45;Private;5th-6th;3;Never-married;Machine-op-inspct;Not-in-family;White;Male;0;0;40;United-States
Row2230;18;Private;11th;7;Never-married;Other-service;Own-child;White;Female;0;0;21;United-States
Row2231;28;Private;Some-college;10;Never-married;Handlers-cleaners;Not-in-family;White;Male;0;0;35;United-States
Row2232;39;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;7298;0;50;United-States
Row2233;33;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States
Row2234;28;State-gov;Some-college;10;Separated;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States
Row2235;48;Private;Some-college;10;Divorced;Craft-repair;Unmarried;White;Male;15020;0;48;United-States
Row2236;21;Private;HS-grad;9;Never-married;Farming-fishing;Not-in-family;White;Male;0;0;50;United-States
Row2237;26;State-gov;Some-college;10;Never-married;Exec-managerial;Own-child;White;Male;0;0;40;United-States
Row2238;40;Private;Bachelors;13;Divorced;Exec-managerial;Not-in-family;White;Male;0;0;40;United-States
Row2239;63;Private;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;5013;0;45;United-States
Row2240;45;Private;Masters;14;Married-civ-spouse;Sales;Husband;White;Male;0;0;50;United-States
Row2241;22;Private;Some-college;10;Never-married;Tech-support;Own-child;White;Male;0;0;40;United-States
Row2242;52;Self-emp-not-inc;HS-grad;9;Divorced;Craft-repair;Not-in-family;White;Male;0;0;44;United-States
Row2243;57;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Other-service;Wife;White;Female;15024;0;40;United-States
Row2244;38;Private;Masters;14;Married-civ-spouse;Prof-specialty;Husband;Black;Male;0;0;40;United-States
Row2245;46;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;0;1977;45;United-States
Row2246;52;Private;Masters;14;Divorced;Prof-specialty;Unmarried;White;Female;0;2547;40;United-States
Row2247;55;Self-emp-inc;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;55;United-States
Row2248;21;Private;Some-college;10;Never-married;Sales;Not-in-family;White;Male;0;0;40;United-States
Row2249;30;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;50;United-States
Row2250;17;Private;12th;8;Never-married;Sales;Own-child;White;Female;0;0;15;United-States
Row2251;57;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;45;United-States
Row2252;30;Private;Some-college;10;Never-married;Exec-managerial;Other-relative;White;Female;0;0;40;United-States
Row2253;48;Self-emp-inc;Some-college;10;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;50;United-States
Row2254;24;Private;HS-grad;9;Never-married;Handlers-cleaners;Not-in-family;Black;Male;0;0;50;United-States
Row2255;45;;10th;6;Divorced;;Unmarried;White;Female;0;0;40;United-States
Row2256;40;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;Black;Male;0;0;40;United-States
Row2257;34;Local-gov;HS-grad;9;Divorced;Other-service;Unmarried;White;Female;0;0;20;United-States
Row2258;35;Private;Masters;14;Married-spouse-absent;Protective-serv;Not-in-family;White;Male;0;0;40;United-States
Row2259;24;Private;Bachelors;13;Never-married;Tech-support;Not-in-family;White;Female;0;0;40;United-States
Row2260;47;Local-gov;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;37;United-States
Row2261;21;Private;HS-grad;9;Never-married;Other-service;Own-child;White;Female;0;0;25;United-States
Row2262;30;Private;Assoc-acdm;12;Never-married;Sales;Not-in-family;White;Male;0;0;40;United-States
Row2263;52;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;
Row2264;37;Private;HS-grad;9;Never-married;Sales;Not-in-family;White;Male;0;0;47;United-States
Row2265;24;Private;Assoc-voc;11;Never-married;Sales;Not-in-family;White;Male;0;0;30;United-States
Row2266;41;Private;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States
Row2267;61;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1902;40;United-States
Row2268;37;Private;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;2002;40;United-States
Row2269;39;Private;HS-grad;9;Divorced;Transport-moving;Own-child;White;Male;0;0;60;United-States
Row2270;28;Local-gov;Assoc-acdm;12;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;45;United-States
Row2271;24;Self-emp-inc;Bachelors;13;Never-married;Adm-clerical;Own-child;White;Male;0;0;20;United-States
Row2272;29;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;55;United-States
Row2273;61;Private;Assoc-acdm;12;Divorced;Prof-specialty;Own-child;White;Male;0;0;40;United-States
Row2274;38;Private;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States
Row2275;56;Private;Doctorate;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;65;United-States
Row2276;28;Private;Some-college;10;Never-married;Other-service;Not-in-family;Black;Male;0;0;60;United-States
Row2277;24;Private;HS-grad;9;Divorced;Sales;Not-in-family;White;Female;0;0;30;United-States
Row2278;35;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;15024;0;50;United-States
Row2279;31;Private;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;43;United-States
Row2280;39;Private;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;55;United-States
Row2281;35;;11th;7;Divorced;;Unmarried;Amer-Indian-Eskimo;Female;0;0;6;United-States
Row2282;20;Private;HS-grad;9;Never-married;Other-service;Not-in-family;White;Female;0;0;35;United-States
Row2283;25;Private;HS-grad;9;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States
Row2284;23;Private;Bachelors;13;Never-married;Exec-managerial;Not-in-family;White;Male;0;0;25;United-States
Row2285;37;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States
Row2286;47;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States
Row2287;36;Private;Bachelors;13;Never-married;Sales;Unmarried;Black;Female;0;0;40;United-States
Row2288;34;Federal-gov;HS-grad;9;Divorced;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States
Row2289;35;Self-emp-not-inc;HS-grad;9;Never-married;Craft-repair;Other-relative;White;Male;0;0;60;United-States
Row2290;85;Self-emp-inc;Bachelors;13;Widowed;Exec-managerial;Not-in-family;White;Male;0;0;40;United-States
Row2291;71;Self-emp-inc;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;20051;0;30;United-States
Row2292;23;Private;HS-grad;9;Never-married;Adm-clerical;Own-child;White;Female;0;0;40;United-States
Row2293;39;State-gov;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;48;United-States
Row2294;77;Self-emp-inc;HS-grad;9;Married-civ-spouse;Other-service;Husband;White;Male;0;0;35;United-States
Row2295;20;Private;Some-college;10;Never-married;Adm-clerical;Own-child;White;Female;0;0;20;United-States
Row2296;40;Private;Some-college;10;Divorced;Sales;Unmarried;Asian-Pac-Islander;Female;0;0;40;United-States
Row2297;34;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;15024;0;60;United-States
Row2298;33;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;Black;Male;5178;0;55;United-States
Row2299;34;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Sales;Husband;Asian-Pac-Islander;Male;0;0;60;India
Row2300;36;Private;HS-grad;9;Never-married;Adm-clerical;Own-child;White;Female;3325;0;40;United-States
Row2301;36;Private;11th;7;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States
Row2302;32;Local-gov;Assoc-acdm;12;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;2057;70;United-States
